Country,Year,Month,Day,Weekday,Name,Type,Date
AD,2014,11,1,Saturday,All Saints' Day,National holiday,2014-11-1
AD,2014,11,4,Tuesday,Day of St Charles Borromeu,Bank holiday,2014-11-4
AD,2014,12,8,Monday,Feast of the Immaculate Conception,National holiday,2014-12-8
AD,2014,12,24,Wednesday,Christmas Eve,Bank holiday,2014-12-24
AD,2014,12,25,Thursday,Christmas Day,National holiday,2014-12-25
AD,2014,12,26,Friday,Boxing Day,National holiday,2014-12-26
AD,2014,12,31,Wednesday,New Year's Eve (Bank holiday),Bank holiday,2014-12-31
AD,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
AD,2013,1,6,Sunday,Epiphany,National holiday,2013-1-6
AD,2013,2,11,Monday,Carnival,National holiday,2013-2-11
AD,2013,3,14,Thursday,Constitution Day,National holiday,2013-3-14
AD,2013,3,28,Thursday,Maundy Thursday,Bank holiday,2013-3-28
AD,2013,3,29,Friday,Good Friday,National holiday,2013-3-29
AD,2013,3,30,Saturday,Holy Saturday,Bank holiday,2013-3-30
AD,2013,3,31,Sunday,Easter Sunday,Bank holiday,2013-3-31
AD,2013,4,1,Monday,Easter Monday,National holiday,2013-4-1
AD,2013,5,1,Wednesday,Labour Day/May Day,National holiday,2013-5-1
AD,2013,5,9,Thursday,Ascension Day,Bank holiday,2013-5-9
AD,2013,5,20,Monday,Whit Monday,National holiday,2013-5-20
AD,2013,6,24,Monday,Midsummer Day,Bank holiday,2013-6-24
AD,2013,8,15,Thursday,Assumption of Mary,National holiday,2013-8-15
AD,2013,9,8,Sunday,National Day,National holiday,2013-9-8
AD,2013,11,1,Friday,All Saints' Day,National holiday,2013-11-1
AD,2013,11,4,Monday,Day of St Charles Borromeu,Bank holiday,2013-11-4
AD,2013,12,8,Sunday,Feast of the Immaculate Conception,National holiday,2013-12-8
AD,2013,12,24,Tuesday,Christmas Eve,Bank holiday,2013-12-24
AD,2013,12,25,Wednesday,Christmas Day,National holiday,2013-12-25
AD,2013,12,26,Thursday,Boxing Day,National holiday,2013-12-26
AD,2013,12,31,Tuesday,New Year's Eve (Bank holiday),Bank holiday,2013-12-31
AD,2012,1,1,Sunday,New Year's Day,National holiday,2012-1-1
AD,2012,1,6,Friday,Epiphany,National holiday,2012-1-6
AD,2012,2,20,Monday,Carnival,National holiday,2012-2-20
AD,2012,3,14,Wednesday,Constitution Day,National holiday,2012-3-14
AD,2012,4,5,Thursday,Maundy Thursday,Bank holiday,2012-4-5
AD,2012,4,6,Friday,Good Friday,National holiday,2012-4-6
AD,2012,4,7,Saturday,Holy Saturday,Bank holiday,2012-4-7
AD,2012,4,8,Sunday,Easter Sunday,Bank holiday,2012-4-8
AD,2012,4,9,Monday,Easter Monday,National holiday,2012-4-9
AD,2012,5,1,Tuesday,Labour Day/May Day,National holiday,2012-5-1
AD,2012,5,17,Thursday,Ascension Day,Bank holiday,2012-5-17
AD,2012,5,28,Monday,Whit Monday,National holiday,2012-5-28
AD,2012,6,24,Sunday,Midsummer Day,Bank holiday,2012-6-24
AD,2012,8,15,Wednesday,Assumption of Mary,National holiday,2012-8-15
AD,2012,9,8,Saturday,National Day,National holiday,2012-9-8
AD,2012,11,1,Thursday,All Saints' Day,National holiday,2012-11-1
AD,2012,11,4,Sunday,Day of St Charles Borromeu,Bank holiday,2012-11-4
AD,2012,12,8,Saturday,Feast of the Immaculate Conception,National holiday,2012-12-8
AD,2012,12,24,Monday,Christmas Eve,Bank holiday,2012-12-24
AD,2012,12,25,Tuesday,Christmas Day,National holiday,2012-12-25
AD,2012,12,26,Wednesday,Boxing Day,National holiday,2012-12-26
AD,2012,12,31,Monday,New Year's Eve (Bank holiday),Bank holiday,2012-12-31
AD,2011,1,1,Saturday,New Year's Day,National holiday,2011-1-1
AD,2011,1,6,Thursday,Epiphany,National holiday,2011-1-6
AD,2011,3,7,Monday,Carnival,National holiday,2011-3-7
AD,2011,3,14,Monday,Constitution Day,National holiday,2011-3-14
AD,2011,4,21,Thursday,Maundy Thursday,Bank holiday,2011-4-21
AD,2011,4,22,Friday,Good Friday,National holiday,2011-4-22
AD,2011,4,23,Saturday,Holy Saturday,Bank holiday,2011-4-23
AD,2011,4,24,Sunday,Easter Sunday,Bank holiday,2011-4-24
AD,2011,4,25,Monday,Easter Monday,National holiday,2011-4-25
AD,2011,5,1,Sunday,Labour Day/May Day,National holiday,2011-5-1
AD,2011,6,2,Thursday,Ascension Day,Bank holiday,2011-6-2
AD,2011,6,13,Monday,Whit Monday,National holiday,2011-6-13
AD,2011,6,24,Friday,Midsummer Day,Bank holiday,2011-6-24
AD,2011,8,15,Monday,Assumption of Mary,National holiday,2011-8-15
AD,2011,9,8,Thursday,National Day,National holiday,2011-9-8
AD,2011,11,1,Tuesday,All Saints' Day,National holiday,2011-11-1
AD,2011,11,4,Friday,Day of St Charles Borromeu,Bank holiday,2011-11-4
AD,2011,12,8,Thursday,Feast of the Immaculate Conception,National holiday,2011-12-8
AD,2011,12,24,Saturday,Christmas Eve,Bank holiday,2011-12-24
AD,2011,12,25,Sunday,Christmas Day,National holiday,2011-12-25
AD,2011,12,26,Monday,Boxing Day,National holiday,2011-12-26
AD,2011,12,31,Saturday,New Year's Eve (Bank holiday),Bank holiday,2011-12-31
SI,2016,1,1,Friday,New Year's Day,National holiday,2016-1-1
SI,2016,2,8,Monday,Prešeren Day,National holiday,2016-2-8
SI,2016,3,27,Sunday,Easter Day,National holiday,2016-3-27
SI,2016,3,28,Monday,Easter Monday,National holiday,2016-3-28
SI,2016,4,27,Wednesday,Day of Uprising Against Occupation,National holiday,2016-4-27
SI,2016,5,1,Sunday,Labor Day / May Day,National holiday,2016-5-1
SI,2016,5,2,Monday,Labour Day holiday,National holiday,2016-5-2
SI,2016,5,15,Sunday,Whit Sunday,National holiday,2016-5-15
SI,2016,6,25,Saturday,Statehood Day,National holiday,2016-6-25
SI,2016,8,15,Monday,Assumption of Mary,National holiday,2016-8-15
SI,2016,10,31,Monday,Reformation Day,National holiday,2016-10-31
SI,2016,11,1,Tuesday,Remembrance Day,National holiday,2016-11-1
SI,2016,12,25,Sunday,Christmas Day,National holiday,2016-12-25
SI,2016,12,26,Monday,Independence and Unity Day,National holiday,2016-12-26
SI,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
SI,2015,2,8,Sunday,Prešeren Day,National holiday,2015-2-8
SI,2015,4,5,Sunday,Easter Day,National holiday,2015-4-5
SI,2015,4,6,Monday,Easter Monday,National holiday,2015-4-6
SI,2015,4,27,Monday,Day of Uprising Against Occupation,National holiday,2015-4-27
SI,2015,5,1,Friday,Labor Day / May Day,National holiday,2015-5-1
SI,2015,5,2,Saturday,Labour Day holiday,National holiday,2015-5-2
SI,2015,5,24,Sunday,Whit Sunday,National holiday,2015-5-24
SI,2015,6,25,Thursday,Statehood Day,National holiday,2015-6-25
SI,2015,8,15,Saturday,Assumption of Mary,National holiday,2015-8-15
SI,2015,10,31,Saturday,Reformation Day,National holiday,2015-10-31
SI,2015,11,1,Sunday,Remembrance Day,National holiday,2015-11-1
SI,2015,12,25,Friday,Christmas Day,National holiday,2015-12-25
SI,2015,12,26,Saturday,Independence and Unity Day,National holiday,2015-12-26
SI,2014,1,1,Wednesday,New Year's Day,National holiday,2014-1-1
SI,2014,2,8,Saturday,Prešeren Day,National holiday,2014-2-8
SI,2014,4,20,Sunday,Easter Day,National holiday,2014-4-20
SI,2014,4,21,Monday,Easter Monday,National holiday,2014-4-21
SI,2014,4,27,Sunday,Day of Uprising Against Occupation,National holiday,2014-4-27
SI,2014,5,1,Thursday,Labor Day / May Day,National holiday,2014-5-1
SI,2014,5,2,Friday,Labour Day holiday,National holiday,2014-5-2
SI,2014,6,8,Sunday,Whit Sunday,National holiday,2014-6-8
SI,2014,6,25,Wednesday,Statehood Day,National holiday,2014-6-25
SI,2014,8,15,Friday,Assumption of Mary,National holiday,2014-8-15
SI,2014,10,31,Friday,Reformation Day,National holiday,2014-10-31
SI,2014,11,1,Saturday,Remembrance Day,National holiday,2014-11-1
SI,2014,12,25,Thursday,Christmas Day,National holiday,2014-12-25
SI,2014,12,26,Friday,Independence and Unity Day,National holiday,2014-12-26
SI,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
SI,2013,2,8,Friday,Prešeren Day,National holiday,2013-2-8
SI,2013,3,31,Sunday,Easter Day,National holiday,2013-3-31
SI,2013,4,1,Monday,Easter Monday,National holiday,2013-4-1
SI,2013,4,27,Saturday,Day of Uprising Against Occupation,National holiday,2013-4-27
SI,2013,5,1,Wednesday,Labor Day / May Day,National holiday,2013-5-1
SI,2013,5,2,Thursday,Labour Day holiday,National holiday,2013-5-2
SI,2013,5,19,Sunday,Whit Sunday,National holiday,2013-5-19
SI,2013,6,25,Tuesday,Statehood Day,National holiday,2013-6-25
SI,2013,8,15,Thursday,Assumption of Mary,National holiday,2013-8-15
SI,2013,10,31,Thursday,Reformation Day,National holiday,2013-10-31
SI,2013,11,1,Friday,Remembrance Day,National holiday,2013-11-1
SI,2013,12,25,Wednesday,Christmas Day,National holiday,2013-12-25
SI,2013,12,26,Thursday,Independence and Unity Day,National holiday,2013-12-26
SI,2012,1,1,Sunday,New Year's Day,National holiday,2012-1-1
SI,2012,1,2,Monday,New Year,National holiday,2012-1-2
SI,2012,2,8,Wednesday,Prešeren Day,National holiday,2012-2-8
SI,2012,4,8,Sunday,Easter Day,National holiday,2012-4-8
SI,2012,4,9,Monday,Easter Monday,National holiday,2012-4-9
SI,2012,4,27,Friday,Day of Uprising Against Occupation,National holiday,2012-4-27
SI,2012,5,1,Tuesday,Labor Day / May Day,National holiday,2012-5-1
SI,2012,5,2,Wednesday,Labour Day holiday,National holiday,2012-5-2
SI,2012,5,27,Sunday,Whit Sunday,National holiday,2012-5-27
SI,2012,6,25,Monday,Statehood Day,National holiday,2012-6-25
SI,2012,8,15,Wednesday,Assumption of Mary,National holiday,2012-8-15
SI,2012,10,31,Wednesday,Reformation Day,National holiday,2012-10-31
SI,2012,11,1,Thursday,Remembrance Day,National holiday,2012-11-1
SI,2012,12,25,Tuesday,Christmas Day,National holiday,2012-12-25
SI,2012,12,26,Wednesday,Independence and Unity Day,National holiday,2012-12-26
SI,2011,1,1,Saturday,New Year's Day,National holiday,2011-1-1
SI,2011,1,2,Sunday,New Year,National holiday,2011-1-2
SI,2011,2,8,Tuesday,Prešeren Day,National holiday,2011-2-8
SI,2011,4,24,Sunday,Easter Day,National holiday,2011-4-24
SI,2011,4,25,Monday,Easter Monday,National holiday,2011-4-25
SI,2011,4,27,Wednesday,Day of Uprising Against Occupation,National holiday,2011-4-27
SI,2011,5,1,Sunday,Labor Day / May Day,National holiday,2011-5-1
SI,2011,5,2,Monday,Labour Day holiday,National holiday,2011-5-2
SI,2011,6,12,Sunday,Whit Sunday,National holiday,2011-6-12
SI,2011,6,25,Saturday,Statehood Day,National holiday,2011-6-25
SI,2011,8,15,Monday,Assumption of Mary,National holiday,2011-8-15
SI,2011,10,31,Monday,Reformation Day,National holiday,2011-10-31
SI,2011,11,1,Tuesday,Remembrance Day,National holiday,2011-11-1
SI,2011,12,25,Sunday,Christmas Day,National holiday,2011-12-25
SI,2011,12,26,Monday,Independence and Unity Day,National holiday,2011-12-26
MX,2016,1,1,Friday,New Year's Day,National holiday,2016-1-1
MX,2016,2,1,Monday,Day off for Constitution Day,National holiday,2016-2-1
MX,2016,2,5,Friday,Constitution Day,National holiday,2016-2-5
MX,2016,3,21,Monday,Benito Juárez's Birthday Memorial,National holiday,2016-3-21
MX,2016,3,24,Thursday,Maundy Thursday,Bank holiday,2016-3-24
MX,2016,3,25,Friday,Good Friday,Bank holiday,2016-3-25
MX,2016,5,1,Sunday,Labor Day / May Day,National holiday,2016-5-1
MX,2016,9,16,Friday,Independence Day,National holiday,2016-9-16
MX,2016,11,20,Sunday,Revolution Day Memorial,National holiday,2016-11-20
MX,2016,11,21,Monday,Day off for Revolution Day Memorial,National holiday,2016-11-21
MX,2016,12,12,Monday,Day of the Virgin of Guadalupe,Bank holiday,2016-12-12
MX,2016,12,25,Sunday,Christmas Day,"National holiday, Christian",2016-12-25
MX,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
MX,2015,2,2,Monday,Day off for Constitution Day,National holiday,2015-2-2
MX,2015,2,5,Thursday,Constitution Day,National holiday,2015-2-5
MX,2015,3,16,Monday,Day off for Benito Juárez's Birthday Memorial,National holiday,2015-3-16
MX,2015,3,21,Saturday,Benito Juárez's Birthday Memorial,National holiday,2015-3-21
MX,2015,4,2,Thursday,Maundy Thursday,Bank holiday,2015-4-2
MX,2015,4,3,Friday,Good Friday,Bank holiday,2015-4-3
MX,2015,5,1,Friday,Labor Day / May Day,National holiday,2015-5-1
MX,2015,9,16,Wednesday,Independence Day,National holiday,2015-9-16
MX,2015,11,16,Monday,Day off for Revolution Day Memorial,National holiday,2015-11-16
MX,2015,11,20,Friday,Revolution Day Memorial,National holiday,2015-11-20
MX,2015,12,12,Saturday,Day of the Virgin of Guadalupe,Bank holiday,2015-12-12
MX,2015,12,25,Friday,Christmas Day,"National holiday, Christian",2015-12-25
MX,2014,1,1,Wednesday,New Year's Day,National holiday,2014-1-1
MX,2014,2,3,Monday,Day off for Constitution Day,National holiday,2014-2-3
MX,2014,2,5,Wednesday,Constitution Day,National holiday,2014-2-5
MX,2014,3,17,Monday,Day off for Benito Juárez's Birthday Memorial,National holiday,2014-3-17
MX,2014,3,21,Friday,Benito Juárez's Birthday Memorial,National holiday,2014-3-21
MX,2014,4,17,Thursday,Maundy Thursday,Bank holiday,2014-4-17
MX,2014,4,18,Friday,Good Friday,Bank holiday,2014-4-18
MX,2014,5,1,Thursday,Labor Day / May Day,National holiday,2014-5-1
MX,2014,9,16,Tuesday,Independence Day,National holiday,2014-9-16
MX,2014,11,17,Monday,Day off for Revolution Day Memorial,National holiday,2014-11-17
MX,2014,11,20,Thursday,Revolution Day Memorial,National holiday,2014-11-20
MX,2014,12,12,Friday,Day of the Virgin of Guadalupe,Bank holiday,2014-12-12
MX,2014,12,25,Thursday,Christmas Day,"National holiday, Christian",2014-12-25
MX,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
MX,2013,2,4,Monday,Day off for Constitution Day,National holiday,2013-2-4
MX,2013,2,5,Tuesday,Constitution Day,National holiday,2013-2-5
MX,2013,3,18,Monday,Day off for Benito Juárez's Birthday Memorial,National holiday,2013-3-18
MX,2013,3,21,Thursday,Benito Juárez's Birthday Memorial,National holiday,2013-3-21
MX,2013,3,28,Thursday,Maundy Thursday,Bank holiday,2013-3-28
MX,2013,3,29,Friday,Good Friday,Bank holiday,2013-3-29
MX,2013,5,1,Wednesday,Labor Day / May Day,National holiday,2013-5-1
MX,2013,9,16,Monday,Independence Day,National holiday,2013-9-16
MX,2013,11,18,Monday,Day off for Revolution Day Memorial,National holiday,2013-11-18
MX,2013,11,20,Wednesday,Revolution Day Memorial,National holiday,2013-11-20
MX,2013,12,25,Wednesday,Christmas Day,"National holiday, Christian",2013-12-25
MX,2012,1,1,Sunday,New Year's Day,National holiday,2012-1-1
MX,2012,2,5,Sunday,Constitution Day,National holiday,2012-2-5
MX,2012,2,6,Monday,Day off for Constitution Day,National holiday,2012-2-6
MX,2012,3,19,Monday,Day off for Benito Juárez's Birthday Memorial,National holiday,2012-3-19
MX,2012,3,21,Wednesday,Benito Juárez's Birthday Memorial,National holiday,2012-3-21
MX,2012,4,5,Thursday,Maundy Thursday,Bank holiday,2012-4-5
MX,2012,4,6,Friday,Good Friday,Bank holiday,2012-4-6
MX,2012,5,1,Tuesday,Labor Day / May Day,National holiday,2012-5-1
MX,2012,7,1,Sunday,Mexican general election,National holiday,2012-7-1
MX,2012,9,16,Sunday,Independence Day,National holiday,2012-9-16
MX,2012,11,19,Monday,Day off for Revolution Day Memorial,National holiday,2012-11-19
MX,2012,11,20,Tuesday,Revolution Day Memorial,National holiday,2012-11-20
MX,2012,12,1,Saturday,Inauguration day,National holiday,2012-12-1
MX,2012,12,25,Tuesday,Christmas Day,"National holiday, Christian",2012-12-25
MX,2011,1,1,Saturday,New Year's Day,National holiday,2011-1-1
MX,2011,2,5,Saturday,Constitution Day,National holiday,2011-2-5
MX,2011,2,7,Monday,Day off for Constitution Day,National holiday,2011-2-7
MX,2011,3,21,Monday,Benito Juárez's Birthday Memorial,National holiday,2011-3-21
MX,2011,4,21,Thursday,Maundy Thursday,Bank holiday,2011-4-21
MX,2011,4,22,Friday,Good Friday,Bank holiday,2011-4-22
MX,2011,5,1,Sunday,Labor Day / May Day,National holiday,2011-5-1
MX,2011,9,16,Friday,Independence Day,National holiday,2011-9-16
MX,2011,11,20,Sunday,Revolution Day Memorial,National holiday,2011-11-20
MX,2011,11,21,Monday,Day off for Revolution Day Memorial,National holiday,2011-11-21
MX,2011,12,25,Sunday,Christmas Day,"National holiday, Christian",2011-12-25
US,2016,1,1,Friday,New Year's Day,National holiday,2016-1-1
US,2016,1,15,Friday,Lee Jackson Day,State holiday,2016-1-15
US,2016,1,18,Monday,Martin Luther King Day,National holiday,2016-1-18
US,2016,1,18,Monday,Robert E Lee's Birthday,State holiday,2016-1-18
US,2016,1,18,Monday,Idaho Human Rights Day,State holiday,2016-1-18
US,2016,1,18,Monday,Civil Rights Day,State holiday,2016-1-18
US,2016,1,19,Tuesday,Robert E Lee's Birthday,State holiday,2016-1-19
US,2016,1,19,Tuesday,Confederate Memorial Day,State holiday,2016-1-19
US,2016,1,25,Monday,Tu Bishvat/Tu B'Shevat,Jewish holiday,2016-1-25
US,2016,2,9,Tuesday,Shrove Tuesday/Mardi Gras,State holiday,2016-2-9
US,2016,2,12,Friday,Lincoln's Birthday,State holiday,2016-2-12
US,2016,2,15,Monday,Presidents' Day (Washington's Birthday),National holiday,2016-2-15
US,2016,2,15,Monday,Daisy Gatson Bates Day,State holiday,2016-2-15
US,2016,3,1,Tuesday,Town Meeting Day Vermont,State holiday,2016-3-1
US,2016,3,2,Wednesday,Texas Independence Day,State holiday,2016-3-2
US,2016,3,7,Monday,Casimir Pulaski Day,State holiday,2016-3-7
US,2016,3,17,Thursday,Evacuation Day,State holiday,2016-3-17
US,2016,3,24,Thursday,Purim,Jewish holiday,2016-3-24
US,2016,3,25,Friday,Good Friday,State holiday,2016-3-25
US,2016,3,25,Friday,Prince Jonah Kuhio Kalanianaole Day observed,State holiday,2016-3-25
US,2016,3,26,Saturday,Prince Jonah Kuhio Kalanianaole Day,State holiday,2016-3-26
US,2016,3,28,Monday,Seward's Day,State holiday,2016-3-28
US,2016,3,31,Thursday,César Chávez Day,State holiday,2016-3-31
US,2016,4,15,Friday,Emancipation Day observed,State holiday,2016-4-15
US,2016,4,16,Saturday,Emancipation Day,State holiday,2016-4-16
US,2016,4,18,Monday,Patriot's Day,State holiday,2016-4-18
US,2016,4,21,Thursday,San Jacinto Day,State holiday,2016-4-21
US,2016,4,23,Saturday,Passover (first day),Jewish holiday,2016-4-23
US,2016,4,25,Monday,Confederate Memorial Day,State holiday,2016-4-25
US,2016,4,29,Friday,Arbor Day,State holiday,2016-4-29
US,2016,4,30,Saturday,Last Day of Passover,Jewish holiday,2016-4-30
US,2016,5,4,Wednesday,Yom HaShoah,Jewish holiday,2016-5-4
US,2016,5,8,Sunday,Truman Day,State holiday,2016-5-8
US,2016,5,9,Monday,Truman Day observed,State holiday,2016-5-9
US,2016,5,10,Tuesday,Confederate Memorial Day,State holiday,2016-5-10
US,2016,5,10,Tuesday,Primary Election Day West Virginia,State holiday,2016-5-10
US,2016,5,12,Thursday,Yom Ha'atzmaut,Jewish holiday,2016-5-12
US,2016,5,26,Thursday,Lag BaOmer,Jewish holiday,2016-5-26
US,2016,5,30,Monday,Memorial Day,National holiday,2016-5-30
US,2016,6,6,Monday,Jefferson Davis Birthday,State holiday,2016-6-6
US,2016,6,10,Friday,Kamehameha Day observed,State holiday,2016-6-10
US,2016,6,11,Saturday,Kamehameha Day,State holiday,2016-6-11
US,2016,6,12,Sunday,Shavuot,Jewish holiday,2016-6-12
US,2016,6,17,Friday,Bunker Hill Day,State holiday,2016-6-17
US,2016,6,19,Sunday,Emancipation Day,State holiday,2016-6-19
US,2016,6,20,Monday,West Virginia Day,State holiday,2016-6-20
US,2016,7,4,Monday,Independence Day,National holiday,2016-7-4
US,2016,7,24,Sunday,Pioneer Day,State holiday,2016-7-24
US,2016,7,25,Monday,Pioneer Day observed,State holiday,2016-7-25
US,2016,8,8,Monday,Victory Day,State holiday,2016-8-8
US,2016,8,14,Sunday,Tisha B'Av,Jewish holiday,2016-8-14
US,2016,8,16,Tuesday,Bennington Battle Day,State holiday,2016-8-16
US,2016,8,19,Friday,Statehood Day in Hawaii,State holiday,2016-8-19
US,2016,8,27,Saturday,Lyndon Baines Johnson Day,State holiday,2016-8-27
US,2016,9,5,Monday,Labor Day,National holiday,2016-9-5
US,2016,10,3,Monday,Rosh Hashana,State holiday,2016-10-3
US,2016,10,3,Monday,Rosh Hashana,Jewish holiday,2016-10-3
US,2016,10,10,Monday,Columbus Day,National holiday,2016-10-10
US,2016,10,12,Wednesday,Yom Kippur,State holiday,2016-10-12
US,2016,10,12,Wednesday,Yom Kippur,Jewish holiday,2016-10-12
US,2016,10,17,Monday,First Day of Sukkot,Jewish holiday,2016-10-17
US,2016,10,18,Tuesday,Alaska Day,State holiday,2016-10-18
US,2016,10,23,Sunday,Last Day of Sukkot,Jewish holiday,2016-10-23
US,2016,10,24,Monday,Shmini Atzeret,Jewish holiday,2016-10-24
US,2016,10,25,Tuesday,Simchat Torah,Jewish holiday,2016-10-25
US,2016,10,28,Friday,Nevada Day,State holiday,2016-10-28
US,2016,11,8,Tuesday,Election Day,State holiday,2016-11-8
US,2016,11,10,Thursday,Return Day Delaware,State holiday,2016-11-10
US,2016,11,11,Friday,Veterans Day,National holiday,2016-11-11
US,2016,11,24,Thursday,Thanksgiving Day,National holiday,2016-11-24
US,2016,11,25,Friday,Robert E Lee's Birthday,State holiday,2016-11-25
US,2016,11,25,Friday,Presidents' Day,State holiday,2016-11-25
US,2016,11,25,Friday,Lincoln's Birthday/Lincoln's Day,State holiday,2016-11-25
US,2016,11,25,Friday,Black Friday,State holiday,2016-11-25
US,2016,11,25,Friday,American Indian Heritage Day,State holiday,2016-11-25
US,2016,12,23,Friday,Christmas Eve observed,State holiday,2016-12-23
US,2016,12,24,Saturday,Christmas Eve,State holiday,2016-12-24
US,2016,12,25,Sunday,Chanukah/Hanukkah (first day),Jewish holiday,2016-12-25
US,2016,12,25,Sunday,Christmas Day,"National holiday, Christian",2016-12-25
US,2016,12,26,Monday,Christmas Day observed,"National holiday, Christian",2016-12-26
US,2016,12,26,Monday,Day After Christmas Day,State holiday,2016-12-26
US,2016,12,30,Friday,New Year's Eve observed,State holiday,2016-12-30
US,2016,12,31,Saturday,New Year's Eve,State holiday,2016-12-31
US,2016,12,31,Thursday,New Year's Eve,State holiday,2016-12-31
US,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
US,2015,1,16,Friday,Lee Jackson Day,State holiday,2015-1-16
US,2015,1,19,Monday,Martin Luther King Day,National holiday,2015-1-19
US,2015,1,19,Monday,Robert E Lee's Birthday,State holiday,2015-1-19
US,2015,1,19,Monday,Confederate Memorial Day,State holiday,2015-1-19
US,2015,1,19,Monday,Idaho Human Rights Day,State holiday,2015-1-19
US,2015,1,19,Monday,Civil Rights Day,State holiday,2015-1-19
US,2015,2,4,Wednesday,Tu Bishvat/Tu B'Shevat,Jewish holiday,2015-2-4
US,2015,2,12,Thursday,Lincoln's Birthday,State holiday,2015-2-12
US,2015,2,16,Monday,Presidents' Day (Washington's Birthday),National holiday,2015-2-16
US,2015,2,16,Monday,Daisy Gatson Bates Day,State holiday,2015-2-16
US,2015,2,17,Tuesday,Shrove Tuesday/Mardi Gras,State holiday,2015-2-17
US,2015,3,2,Monday,Texas Independence Day,State holiday,2015-3-2
US,2015,3,2,Monday,Casimir Pulaski Day,State holiday,2015-3-2
US,2015,3,3,Tuesday,Town Meeting Day Vermont,State holiday,2015-3-3
US,2015,3,5,Thursday,Purim,Jewish holiday,2015-3-5
US,2015,3,17,Tuesday,Evacuation Day,State holiday,2015-3-17
US,2015,3,26,Thursday,Prince Jonah Kuhio Kalanianaole Day,State holiday,2015-3-26
US,2015,3,30,Monday,Seward's Day,State holiday,2015-3-30
US,2015,3,31,Tuesday,César Chávez Day,State holiday,2015-3-31
US,2015,4,3,Friday,Good Friday,State holiday,2015-4-3
US,2015,4,4,Saturday,Passover (first day),Jewish holiday,2015-4-4
US,2015,4,11,Saturday,Last Day of Passover,Jewish holiday,2015-4-11
US,2015,4,15,Wednesday,Yom HaShoah,Jewish holiday,2015-4-15
US,2015,4,16,Thursday,Emancipation Day,State holiday,2015-4-16
US,2015,4,20,Monday,Patriot's Day,State holiday,2015-4-20
US,2015,4,21,Tuesday,San Jacinto Day,State holiday,2015-4-21
US,2015,4,23,Thursday,Yom Ha'atzmaut,Jewish holiday,2015-4-23
US,2015,4,24,Friday,Arbor Day,State holiday,2015-4-24
US,2015,4,27,Monday,Confederate Memorial Day,State holiday,2015-4-27
US,2015,5,5,Tuesday,Primary Election Day Indiana,State holiday,2015-5-5
US,2015,5,7,Thursday,Lag BaOmer,Jewish holiday,2015-5-7
US,2015,5,8,Friday,Truman Day,State holiday,2015-5-8
US,2015,5,10,Sunday,Confederate Memorial Day,State holiday,2015-5-10
US,2015,5,11,Monday,Confederate Memorial Day observed,State holiday,2015-5-11
US,2015,5,24,Sunday,Shavuot,Jewish holiday,2015-5-24
US,2015,5,25,Monday,Memorial Day,National holiday,2015-5-25
US,2015,6,1,Monday,Jefferson Davis Birthday,State holiday,2015-6-1
US,2015,6,11,Thursday,Kamehameha Day,State holiday,2015-6-11
US,2015,6,17,Wednesday,Bunker Hill Day,State holiday,2015-6-17
US,2015,6,19,Friday,Emancipation Day,State holiday,2015-6-19
US,2015,6,20,Saturday,West Virginia Day,State holiday,2015-6-20
US,2015,7,3,Friday,Independence Day observed,National holiday,2015-7-3
US,2015,7,4,Saturday,Independence Day,National holiday,2015-7-4
US,2015,7,24,Friday,Pioneer Day,State holiday,2015-7-24
US,2015,7,26,Sunday,Tisha B'Av,Jewish holiday,2015-7-26
US,2015,8,10,Monday,Victory Day,State holiday,2015-8-10
US,2015,8,16,Sunday,Bennington Battle Day,State holiday,2015-8-16
US,2015,8,17,Monday,Bennington Battle Day observed,State holiday,2015-8-17
US,2015,8,21,Friday,Statehood Day in Hawaii,State holiday,2015-8-21
US,2015,8,27,Thursday,Lyndon Baines Johnson Day,State holiday,2015-8-27
US,2015,9,7,Monday,Labor Day,National holiday,2015-9-7
US,2015,9,14,Monday,Rosh Hashana,State holiday,2015-9-14
US,2015,9,14,Monday,Rosh Hashana,Jewish holiday,2015-9-14
US,2015,9,23,Wednesday,Yom Kippur,State holiday,2015-9-23
US,2015,9,23,Wednesday,Yom Kippur,Jewish holiday,2015-9-23
US,2015,9,28,Monday,First Day of Sukkot,Jewish holiday,2015-9-28
US,2015,10,4,Sunday,Last Day of Sukkot,Jewish holiday,2015-10-4
US,2015,10,5,Monday,Shmini Atzeret,Jewish holiday,2015-10-5
US,2015,10,6,Tuesday,Simchat Torah,Jewish holiday,2015-10-6
US,2015,10,12,Monday,Columbus Day,National holiday,2015-10-12
US,2015,10,18,Sunday,Alaska Day,State holiday,2015-10-18
US,2015,10,19,Monday,Alaska Day observed,State holiday,2015-10-19
US,2015,10,30,Friday,Nevada Day,State holiday,2015-10-30
US,2015,11,3,Tuesday,Election Day,State holiday,2015-11-3
US,2015,11,11,Wednesday,Veterans Day,National holiday,2015-11-11
US,2015,11,26,Thursday,Thanksgiving Day,National holiday,2015-11-26
